mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut40	0.0147186	0.112136	0.0576728	0.7164	0.0985134	0.039024	0.151263	0.0543594	0.283986	0.0168497	8
mut41	0.0147186	0.112136	0.0576728	0.7164	0.0985134	0.039024	0.151263	0.0543594	0.283986	0.0168497	8
mut42	0.0147186	0.112136	0.0576728	0.7164	0.0985134	0.039024	0.151263	0.0543594	0.283986	0.0168497	8
mut43	0.0147186	0.112136	0.0576728	0.7164	0.0985134	0.039024	0.151263	0.0543594	0.283986	0.0168497	8
mut44	0.0147186	0.112136	0.0576728	0.7164	0.0985134	0.039024	0.151263	0.0543594	0.283986	0.0168497	8
mut45	0.0151901	0.0179805	0.0606664	0.048694	0.813295	0.0390091	0.00935652	0.0449969	0.0222407	0.0148981	9
mut46	0.0151901	0.0179805	0.0606664	0.048694	0.813295	0.0390091	0.00935652	0.0449969	0.0222407	0.0148981	9
mut47	0.0151901	0.0179805	0.0606664	0.048694	0.813295	0.0390091	0.00935652	0.0449969	0.0222407	0.0148981	9
mut48	0.0151901	0.0179805	0.0606664	0.048694	0.813295	0.0390091	0.00935652	0.0449969	0.0222407	0.0148981	9
mut49	0.0151901	0.0179805	0.0606664	0.048694	0.813295	0.0390091	0.00935652	0.0449969	0.0222407	0.0148981	9
