mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut39	0.022042	0.0240786	0.0362672	0.0735611	0.385725	0.0108357	0.0263289	0.297095	0.102014	0.912176	7
mut40	0.00611983	0.0114284	0.00620321	0.581022	0.0274596	0.00568439	0.0136151	0.0216891	0.343434	0.00989689	8
mut41	0.00611983	0.0114284	0.00620321	0.581022	0.0274596	0.00568439	0.0136151	0.0216891	0.343434	0.00989689	8
mut42	0.00611983	0.0114284	0.00620321	0.581022	0.0274596	0.00568439	0.0136151	0.0216891	0.343434	0.00989689	8
mut43	0.00611983	0.0114284	0.00620321	0.581022	0.0274596	0.00568439	0.0136151	0.0216891	0.343434	0.00989689	8
mut44	0.00611983	0.0114284	0.00620321	0.581022	0.0274596	0.00568439	0.0136151	0.0216891	0.343434	0.00989689	8
mut45	0.00544793	0.011354	0.0103615	0.00577313	0.273442	0.00542584	0.0140542	0.0130367	0.00713378	0.530353	9
mut46	0.00544793	0.011354	0.0103615	0.00577313	0.273442	0.00542584	0.0140542	0.0130367	0.00713378	0.530353	9
mut47	0.00544793	0.011354	0.0103615	0.00577313	0.273442	0.00542584	0.0140542	0.0130367	0.00713378	0.530353	9
mut48	0.00544793	0.011354	0.0103615	0.00577313	0.273442	0.00542584	0.0140542	0.0130367	0.00713378	0.530353	9
mut49	0.00544793	0.011354	0.0103615	0.00577313	0.273442	0.00542584	0.0140542	0.0130367	0.00713378	0.530353	9
