mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut39	0.0165571	0.0050794	0.36956	0.0140407	0.00730709	0.00951638	0.335486	0.00866591	0.0155576	0.0059742	7
mut40	0.220275	0.183916	0.0428972	0.635837	0.137796	0.441789	0.0175212	0.917157	0.41862	0.296103	8
mut41	0.220275	0.183916	0.0428972	0.635837	0.137796	0.441789	0.0175212	0.917157	0.41862	0.296103	8
mut42	0.220275	0.183916	0.0428972	0.635837	0.137796	0.441789	0.0175212	0.917157	0.41862	0.296103	8
mut43	0.220275	0.183916	0.0428972	0.635837	0.137796	0.441789	0.0175212	0.917157	0.41862	0.296103	8
mut44	0.220275	0.183916	0.0428972	0.635837	0.137796	0.441789	0.0175212	0.917157	0.41862	0.296103	8
mut45	0.0157059	0.171213	0.0157403	0.377414	0.0149063	0.37456	0.00784198	0.229943	0.0157073	0.267969	9
mut46	0.0157059	0.171213	0.0157403	0.377414	0.0149063	0.37456	0.00784198	0.229943	0.0157073	0.267969	9
mut47	0.0157059	0.171213	0.0157403	0.377414	0.0149063	0.37456	0.00784198	0.229943	0.0157073	0.267969	9
mut48	0.0157059	0.171213	0.0157403	0.377414	0.0149063	0.37456	0.00784198	0.229943	0.0157073	0.267969	9
mut49	0.0157059	0.171213	0.0157403	0.377414	0.0149063	0.37456	0.00784198	0.229943	0.0157073	0.267969	9
